"","Identifier","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"106","CERT1",-5.96427226469002,4.14860125997559,-40.7795121196183,6.10471532245133e-11,1.37932011295009e-09,14.9246701797675
"107","TMEM230",-9.91141175868746,6.91628235687074,-40.6985165910025,6.20688797945078e-11,1.38929875801725e-09,14.9138293036434
"108","RFFL",-7.46560430286921,4.99200291150664,-40.5898446123795,6.3469916603915e-11,1.40750416913312e-09,14.899222333407
"109","CBFA2T3",-7.15122616295284,4.60572423690728,-40.4515280036143,6.53045803985805e-11,1.43490339499633e-09,14.8805277868003
"110","TIMM8A",-7.79470074389657,5.17068999400646,-40.3155068697936,6.71668421897596e-11,1.46240533676795e-09,14.8620302429511
"111","ABCC4",-6.76182848295587,4.31920598820838,-40.2629287859958,6.79025471904819e-11,1.46510450920004e-09,14.8548498592549
"112","MLH1",-7.72955068713582,4.11795483634332,-40.1770162028988,6.91241697752315e-11,1.47814630903285e-09,14.8430805959559
"113","EIF3A",-8.45094512953283,5.02778934848016,-40.0639257166897,7.076989632519e-11,1.49994603273301e-09,14.8275188017671
"114","RAB18",-8.00174408272466,5.65274391352649,-40.0129840127506,7.15254976738171e-11,1.50266286779642e-09,14.82048309033
"115","HDLBP",-8.70539604222606,5.39889800729713,-39.9585560097854,7.2342798227307e-11,1.50661740656e-09,14.8129480347389
"116","CPNE3",-7.54283029703055,4.68419699150251,-39.7117292812379,7.61827012086986e-11,1.5675143815956e-09,14.7785442948045
"117","HECTD4",-5.61079796786155,3.58273093508213,-39.6872458319746,7.65758591426659e-11,1.5675143815956e-09,14.7751107600727
"118","CPSF1",-6.77093429091586,4.52161288410902,-39.5340536730324,7.90879800374301e-11,1.59662008809226e-09,14.7535407953752
"119","ZFHX3",-7.20634016644923,4.89096311373453,-39.5195223908438,7.93310189908053e-11,1.59662008809226e-09,14.7514869736491
"120","IGF1R",-6.5987990640991,4.55997999881736,-39.4680326948553,8.01989450670722e-11,1.59961745504928e-09,14.7441986443941
"121","ACBD6",-6.16256225847998,4.21860394960796,-39.4318184410259,8.08157461632415e-11,1.59961745504928e-09,14.7390623570545
"122","SP1",-6.1446357186672,4.12448743545842,-39.3445606050137,8.23238364602795e-11,1.61611137969155e-09,14.7266518641349
"123","REXO4",-9.64999268267568,6.65264399729277,-39.1434711733138,8.59206476365819e-11,1.67300773243588e-09,14.697863628997
"124","RANBP10",-7.11624283656426,4.41207440724749,-39.1002281389364,8.67168838399105e-11,1.67489465158537e-09,14.691638475813
"125","CIZ1",-8.77580679772619,5.87417598871508,-39.0197007211672,8.822173391824e-11,1.68852101480102e-09,14.6800132892276
"126","PIK3C3",-8.23286753819718,5.49629643439877,-38.9874589657478,8.88324208204297e-11,1.68852101480102e-09,14.6753468159802
"127","TNRC6B",-7.87179344924201,5.33279057752483,-38.869593070614,9.11054852754918e-11,1.7180916317701e-09,14.6582292068554
"128","BICD1",-5.5401563043123,3.86314054726166,-38.775218994715,9.2972454567362e-11,1.7396017866315e-09,14.6444568515559
"129","PROSER1",-8.65494115976674,5.78319208641889,-38.7269137321195,9.39445920441214e-11,1.74416510035404e-09,14.6373845077691
"130","PAXIP1",-7.0206437141816,4.19501156170696,-38.5094929671835,9.84632536145708e-11,1.81399609543767e-09,14.6053581092728
"131","POU2AF1",-10.3450276783317,6.19791965622411,-38.3964702293089,1.00907891734843e-10,1.84484275347289e-09,14.5885833999581
"132","SSX2IP",-5.10799228146837,3.58083408859597,-38.2934671516732,1.03195062710022e-10,1.87236496356441e-09,14.5732199260834
"133","MED16",-6.92435085074881,4.85623576521019,-38.1662986385811,1.06099209186934e-10,1.91058350377975e-09,14.5541515801872
"134","RBM22",-9.4947401986274,6.20574428305057,-38.1120154007758,1.0736662572736e-10,1.91897812400767e-09,14.5459780606396
"135","EPC2",-8.38377772553265,5.29301533929627,-38.0735909665945,1.08274004275899e-10,1.92086103882057e-09,14.5401800824715
"136","NSD1",-6.40482584909092,4.38204136958394,-37.7903451903745,1.15233676670416e-10,2.02929893842387e-09,14.4971222121942
"137","CCNO",-5.12635688830681,3.47616052432621,-37.754705587509,1.16144290257804e-10,2.0304056581565e-09,14.4916644759818
"138","MAGED2",-8.47108978087295,5.93010577792753,-37.5322250257164,1.22014091158977e-10,2.11756339366485e-09,14.4573905217725
"139","PER2",-7.76373052197155,5.3834353447208,-37.3669792508079,1.26588749848398e-10,2.18115148120081e-09,14.4317043401724
"140","KDM4B",-7.06936117839647,4.72571948181905,-37.2609595642975,1.29624722068683e-10,2.21750863824639e-09,14.4151204074638
"141","IER2",-7.08175038205563,4.79089102215133,-36.8763008943119,1.4134370975718e-10,2.40083819055635e-09,14.3542596338011
"142","DENND1C",-7.94976039272159,5.45004400742966,-36.8311033780329,1.42796840554278e-10,2.40843966991194e-09,14.3470365703664
"143","ZC3H8",-8.94468763606493,5.82739257857022,-36.7537308962249,1.45323371979133e-10,2.42537721923881e-09,14.3346361436967
"144","TOE1",-8.83055104132527,5.98730104869593,-36.7385046479314,1.45826438233983e-10,2.42537721923881e-09,14.3321905605882
"145","IVNS1ABP",-8.64936574509378,5.95401282616118,-36.4707405111748,1.54999359769681e-10,2.55203491793573e-09,14.2888972695116
"146","GMNN",-7.54389820929789,5.09850108514419,-36.4545909375203,1.55572901051614e-10,2.55203491793573e-09,14.2862687261454
"147","GPATCH11",-6.17355955969017,4.17304836464959,-36.3463596505938,1.59478491355284e-10,2.58114517021103e-09,14.2686012335078
"148","HLA-DRA",-6.2574480187419,4.53958294072512,-36.3456921434071,1.59502916572539e-10,2.58114517021103e-09,14.2684919919411
"149","ATG2A",-6.75010116143998,4.60289575284236,-36.2694590849103,1.62320138857565e-10,2.60910558767697e-09,14.2559934247027
"150","STARD3NL",-8.14063436845915,5.56771255303829,-36.1924786425231,1.65221582830511e-10,2.63803793919382e-09,14.2433267783995
"151","PSMA2",-5.18358851343229,3.51971394364378,-35.9798880502461,1.73540171528388e-10,2.75250801861252e-09,14.2081068963546
"152","PABPC4",-5.7810910001925,4.08537032631486,-35.9316957879122,1.75490409108457e-10,2.76512848562338e-09,14.2000736735469
"153","GTPBP3",-6.99169816738978,4.82041488599801,-35.7412730117055,1.83439852387285e-10,2.87149311416698e-09,14.1681523647761
"154","TADA2A",-6.27925328463826,4.14801719719192,-35.5110455668516,1.93593866272888e-10,3.01076175145173e-09,14.1291722260574
"155","DLG1",-7.42312280219546,4.87747981146566,-35.4386995279676,1.96913297152835e-10,3.04262804310349e-09,14.1168350547051
"156","TBC1D22A",-8.74265529105117,5.96386411867449,-35.3498916355193,2.01075398026229e-10,3.07469030401133e-09,14.1016325514275
"157","PPFIBP1",-7.87516718570939,5.15682829952548,-35.3193033898767,2.02531667301625e-10,3.07469030401133e-09,14.0963814476221
"158","RAN",-7.15673929937742,5.03779062140206,-35.3128649471716,2.02839694377365e-10,3.07469030401133e-09,14.0952751821975
"159","USP32",-8.87280159909706,4.93255161834583,-35.1810816658957,2.09261017499587e-10,3.1520763327768e-09,14.0725572682006
"160","RPS6KA3",-7.19442067840191,4.41314384876135,-35.0475358479358,2.16001087581918e-10,3.23326627974184e-09,14.0493894823614
"161","RHPN2",-8.39109196232891,5.87072299948976,-34.9761845373206,2.1970148598465e-10,3.26823017970955e-09,14.0369506586803
"162","STAU1",-7.29612408502902,5.11042281351255,-34.8436321653557,2.26765618136933e-10,3.35249170023429e-09,14.013729614356
"163","SH2D3A",-8.28963606459754,5.39133305332386,-34.7881175892607,2.29799354193027e-10,3.37351979165433e-09,14.0039605083888
"164","ELP2",-5.81223380317901,4.16932221406116,-34.7662805589068,2.31005113081967e-10,3.37351979165433e-09,14.0001106414607
