"","Identifier","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"39","POM121C",-8.30180379769845,5.17200876490517,-55.9061970386621,4.36934482154814e-12,2.61706010264678e-10,16.4161538564778
"40","CWC15",-8.47931030468967,5.84114279518433,-55.903860641457,4.37087282279212e-12,2.61706010264678e-10,16.4159865986273
"41","LSM12",-10.2537147085226,6.49924953674325,-55.6947070839552,4.51011294527767e-12,2.63456597657073e-10,16.4009530135459
"42","BRD1",-7.4933864851654,4.97470533109961,-55.5133743317863,4.63485700900117e-12,2.64297203251376e-10,16.3878213382369
"43","PQBP1",-7.40036744103784,4.69322986519219,-55.2047443672792,4.85615065784586e-12,2.68596471720676e-10,16.3652598999704
"44","MFHAS1",-7.62411314724368,4.78152369151143,-55.0991632658268,4.93454895854269e-12,2.68596471720676e-10,16.3574800522499
"45","BET1",-11.1473127541266,7.21675575199141,-54.7846215927263,5.17663130599343e-12,2.75511821730095e-10,16.3341142063145
"46","KIAA1328",-7.64709207087825,5.03685125433156,-54.0247399614748,5.81822404025242e-12,2.97328360473049e-10,16.2764789134843
"47","TBC1D13",-7.16135990018321,4.99594458958736,-54.0063289854208,5.83483630155879e-12,2.97328360473049e-10,16.2750612760463
"48","BAP1",-8.07919187613177,5.37723707988577,-53.5885094241936,6.22648196918313e-12,3.10675506587367e-10,16.242614325987
"49","PIK3R4",-7.87169308338153,5.14706090602181,-52.8121175005393,7.03486946976224e-12,3.43847191430216e-10,16.1808944617107
"50","TRPT1",-10.3726767666218,7.09532182343119,-52.681619553991,7.18195518248192e-12,3.44015653240884e-10,16.1703343099309
"51","TSPYL2",-9.77200367957121,6.43497878779532,-52.3872323219283,7.52656870128223e-12,3.45531091460867e-10,16.1463113035921
"52","STXBP5",-10.8835271873553,6.93899695962063,-52.2644602593617,7.67572298217332e-12,3.45531091460867e-10,16.1362097988163
"53","TLK1",-10.2748021281473,6.70386480601557,-52.2116244486578,7.74092815532836e-12,3.45531091460867e-10,16.1318474139845
"54","SPAG5",-8.03915327112107,5.36733608321418,-52.1716442069379,7.79068014149763e-12,3.45531091460867e-10,16.1285403748189
"55","RTEL1",-7.83809921962206,5.13676659638598,-52.0238251728625,7.97775987981148e-12,3.47395180220882e-10,16.116267636051
"56","RPL23A",-8.54822084949635,5.54018544317319,-51.6961576633263,8.41064586298571e-12,3.59705300747335e-10,16.0888046968529
"57","COPA",-7.23356353279196,4.99446520456535,-51.3657473970986,8.87394528478353e-12,3.60468328309481e-10,16.0607466906001
"58","KMT2A",-10.0487698321285,6.43705331127882,-51.2735322648624,9.00829667596723e-12,3.60468328309481e-10,16.0528496292081
"59","C1ORF52",-8.18928385714571,6.29377231512865,-51.2656263102038,9.0199206470592e-12,3.60468328309481e-10,16.0521712283492
"60","CHMP4A",-8.0341335387326,5.14771627342789,-51.2584259538567,9.03052179480956e-12,3.60468328309481e-10,16.0515531874435
"61","MYBL2",-7.9592963291664,5.10520697145866,-50.7626972377438,9.79504560551808e-12,3.84575970905177e-10,16.0085710007349
"62","BLM",-8.7728799095394,5.68285201827394,-50.3342620819772,1.0514441846136e-11,4.06162713249931e-10,15.9707275970264
"63","CDC25B",-8.21636263632004,5.4893240550038,-50.119604671321,1.08969703992624e-11,4.14257842956088e-10,15.951519757182
"64","ELL3",-8.1741570831962,5.29514855588274,-49.9977009457732,1.11211256499101e-11,4.16173373930231e-10,15.9405371999705
"65","SYT11",-8.22265573039135,5.36914895415128,-49.6450605034472,1.17991493401354e-11,4.34753271840374e-10,15.908459912976
"66","MCPH1",-10.4280864273484,6.65810402425309,-49.4865850177477,1.21188168459439e-11,4.39766156758114e-10,15.893894200434
"67","ASXL1",-7.8077991307553,5.21083621034657,-49.0474403611112,1.3056445811134e-11,4.66719219666654e-10,15.8530369656221
"68","CPSF4",-9.88637589445017,6.45616755799365,-48.9562531365397,1.32611601956897e-11,4.67065862774661e-10,15.8444608212581
"69","TTF2",-7.01130625582735,4.66134787314974,-48.4135040007234,1.45565105998344e-11,5.05258592559469e-10,15.7927469362578
"70","KDM2B",-8.46769314897378,5.75581560595183,-48.1061211974186,1.53525645986103e-11,5.22426918376732e-10,15.7629432034817
"71","SMARCA5",-9.23738233645428,5.7812033274652,-48.0558274493501,1.54873950750513e-11,5.22426918376732e-10,15.7580306761042
"72","MAPRE1",-9.40665158620164,6.20946726728365,-47.9470440228673,1.57835839411541e-11,5.25023382487e-10,15.7473701001804
"73","MAPK8IP3",-7.55266988297364,4.90425401476458,-47.6070875248873,1.67508342305353e-11,5.49565040851125e-10,15.7137440547853
"74","RAB11A",-9.52895666793728,6.21461571095895,-47.106689361541,1.82975663242667e-11,5.90621537638445e-10,15.6633770370818
"75","SMTN",-9.10469999966972,5.94372808043192,-47.0461011287931,1.84954552496381e-11,5.90621537638445e-10,15.6572070730524
"76","NOL6",-6.46943785602709,4.38324925257988,-46.6855023127904,1.97239298186096e-11,6.21563314678554e-10,15.6201609843114
"77","WIPI2",-7.67032951894052,5.1200206955063,-46.3222294256814,2.10545729376738e-11,6.54879249165308e-10,15.5822701987189
"78","TRAPPC10",-7.36962237978475,4.99309312813003,-45.9395086752211,2.25661330049089e-11,6.92896007009703e-10,15.5417200301266
"79","MIIP",-8.92819773489001,5.85675821275924,-45.6624691475949,2.3736087871509e-11,7.19594056357772e-10,15.5119558524936
"80","IKZF3",-7.352004616131,4.82461301694323,-45.5261387666022,2.4336619271344e-11,7.22748892996921e-10,15.4971804251403
"81","RPGR",-8.28363537798693,5.5793878938296,-45.5022254212581,2.44436995126307e-11,7.22748892996921e-10,15.4945798981974
"82","TRAF4",-9.50965051677658,6.08258980378871,-45.2889116691409,2.54225597853269e-11,7.42524764461683e-10,15.4712653708689
"83","RAB18",-8.95648765785482,5.65274391352649,-44.7872106079795,2.79024082821866e-11,8.05135757058275e-10,15.4155900008398
