Gene	"Gr2_F2: 128N, Control, 781"	"Gr1_F1: 128C, Sample, 4"	"Gr1_F2: 126, Sample, 1"	"Gr1_F1: 126, Sample, 1"	"Gr1_F3: 128C, Sample, 4"	"Gr1_F2: 128C, Sample, 4"	"Gr2_F1: 128N, Control, 781"	"Gr2_F3: 128N, Control, 781"	"Gr1_F3: 126, Sample, 1"
PFDN4	7.517275693	7.485426827	6.472487771	7.080018029	7.071462363	6.958842675	6.994353437	7.435461914	6.733354341
KIF13B	7.503030646	8.370251481	8.349612972	8.365447589	7.584210901	8.164404158	7.699745948	7.443772393	7.728600811
BACH1	6.548436625	7.034523875	7.317412614	7.182890893	6.452858965	7.080018029	6.464341533	6.87774425	6.659639187
SP3	6.757556689	7.085339669	6.545350645	7.23935985	7.710806434	6.50779464	6.339850003	7.03562391	7.832257114
CSNK1G3	7.344295908	6.663913842	6.465974465	7.047669251	7.570614722	5.916476644	6.651051691	6.464341533	7.849248703
CCDC34	6.089582893	6.129283017	6.240314329	5.469234794	7.687200695	6.984133595	6.191799501	7.264911693	7.602884409
CREM	7.100136671	7.574404309	8.019034669	7.665335917	7.483815777	7.982993575	7.432959407	7.667466405	7.688600011
SP2	8.217230716	7.952450058	9.092492887	8.69453201	7.529040056	8.329572126	7.293701542	6.725195817	8.083745237
TAF15	6.574404309	5.332707934	6.400879436	4.700439718	6.659639187	6.387155718	7.372429792	6.943686952	6.804776378
SORBS3	6.669593751	8.319672121	6.756222713	7.449561375	7.774128144	7.859845344	8.248402006	6.694880193	7.310158318
SPRED2	5.8899602	7.252665432	4.972692654	4.827819025	7.203592714	6.998872454	6.630813152	7.002252452	5.053111336
SNRPGP15	6.836681593	7.881419908	6.549977143	7.588714636	6.726558779	6.849248703	6.854245054	6.205548911	6.504620392
DDX46	6.812498225	8.12722055	8.105384749	7.793115555	8.977566144	8.514911265	7.415319248	7.23935985	8.533329732
ELK3	7.185866545	8.375908263	7.396604781	8.332260378	8.428778891	7.491853096	6.716990894	7.093813673	8.321026129
EIF3M	6.287250643	7.54303182	5.590961241	7.460251099	5.495055528	6.091699834	7.194756854	6.947198584	5.091699834
TRIM25	7.531381461	7.807354922	7.893604905	7.750204509	7.806066226	7.912290583	9.607515263	7.027905997	7.799605422
WTAP	6.675251386	6.44625623	5.762880293	5.339850003	6.881419908	6.874059203	6.416164165	7.321026129	5.703211467
ACTN4	7.97441459	7.555356039	7.491853096	7.933100475	8.024585638	7.216260837	7.701826258	7.268658955	8.121015401
TNK2	7.331812684	7.976134473	7.554588852	7.99095486	7.987548259	7.699745948	8.115823977	7.169925001	7.829722735
MNX1	7.036723106	7.216260837	5.944858446	4.802193217	7.247927513	7.485426827	7.635899466	7.117902789	5.137503524
ZEB1	6.414473836	6.746850183	7.017921908	6.745506266	7.477353527	7.151777655	6.912889336	6.904484098	7.507001733
RASSF6	7.011227255	7.63008507	6.390598906	6.45779126	7.559185866	7.472487771	6.861707287	7.053111336	6.355791547
TRAK1	8.183883459	8.110091752	7.495055528	8.452447178	6.696272084	7.107478647	7.495055528	7.17990909	7.045486656
MEF2B	6.06608919	8.239837169	7.908692838	8.336729697	7.150762744	7.943100848	7.920055055	6.510961919	7.314696526
PTOV1	8.457380879	8.548051238	6.578938713	6.727920455	8.560714954	8.66035251	8.534497434	7.23457796	6.560714954
CREBZF	7.654636029	8.166916252	6.157852169	7.820817182	8.199672345	6.383704292	7.433794059	7.553053253	8.008988783
RAB12	8.312429206	8.77445764	8.94602899	9.173926932	7.964629667	8.644577357	7.808642468	7.416164165	8.103812329
EIF4E2	9.027629592	6.54225805	5.197708158	5.112700133	7.668175869	7.769507291	7.577428828	6.568336182	5.99095486
ANKLE1	6.861707287	6.77478706	7.017921908	7.016808288	6.329123596	6.768184325	6.133399125	7.410239331	6.566815154
BMS1	8.053111336	8.116863758	4.827819025	5.201633861	7.94602899	7.909293086	7.740118043	7.263034406	4.906890596
HERC2	6.813781191	7.290940402	5.719731057	6.055282436	6.539158811	6.834154981	6.537606691	7.221103725	5.614709844
NCOA5	7.464341533	7.576673293	6.974988112	7.475733431	7.122051448	6.892391026	7.358431429	6.77478706	6.968090752
SH2B1	6.574404309	6.87897051	7.860466259	7.598424761	7.640244936	7.624247146	6.554588852	6.462706751	8.224001674
PDLIM2	6.392317423	5.646738698	5.993221467	5.733354341	7.208478242	5.708739041	7.250772132	6.957682486	7.204571144
MINDY2	6.741466986	5.44625623	7.133399125	5.419538892	7.038918989	7.023477152	7.019034669	6.776103988	7.131342539
RPRD1A	4.95419631	7.384567923	7.483009577	7.372429792	8.284939742	7.582706527	7.321026129	6.962317655	8.122569192
CTNNBL1	7.12722055	7.217230716	6.855491443	6.804776378	8.461479447	6.892391026	6.97384084	7.008988783	8.129283017
FCHO2	8.041111535	7.716990894	7.918863237	8.186857067	7.948367232	7.54689446	7.116863758	6.811214118	8.284939742
CLTA	7.115823977	5.06608919	6.272396509	5.666756592	5.289096702	5.429615964	7.090641752	7.01234519	5.87282876
CDC42BPG	7.138527801	7.214319121	6.924812504	6.680886921	6.274261661	7.478971805	7.331812684	6.725195817	6.048759312
ZDHHC18	6.361066489	7.937226674	6.986410935	8.398316163	6.378511623	6.504620392	6.426264755	6.839203788	6.633721813
MAST4	6.48703608	7.592457037	7.828453874	8.036173613	7.154818109	7.037821465	6.64096791	6.355791547	7.685099172
CCZ1B	6.268658955	6.605849867	7.113742166	6.668175869	8.24697806	7.026800059	7.144658243	6.880195729	7.921840937
SYNJ1	6.392317423	6.842978832	8.5360529	7.203592714	6.876516947	8.147204925	7.899659026	7.330916878	7.452858965
ODF2	8.496654083	7.193771743	8.881419908	7.631540867	7.869748051	8.359310317	8.051480865	8.059614856	8.482606308
ARMCX3	8.048214385	8.602513297	7.918863237	8.118422024	8.660709039	8.587964989	7.93191939	6.390598906	8.534886458
TRAPPC8	7.284477118	6.528258743	7.713558356	6.77478706	7.785288981	7.595443985	6.247927513	6.163901214	8.257859235
WDR55	7.211401637	7.796364138	2.655351829	4.285402219	6.48058827	6.707359132	5.741466986	7.310158318	3.711494907
KCNQ5	6.703211467	8.045486656	8.17042585	8.71183902	7.053111336	7.651769271	6.424586226	6.601399391	7.755555262
ABRAXAS1	7.405141463	7.855491443	7.093813673	7.642412773	7.662490364	7.30833903	6.997744026	6.736063628	7.987548259
ASAP1	6.383704292	7.493455201	7.769507291	7.6794801	7.905687849	7.597680144	6.798309782	6.642412773	7.915281866
PRKCE	6.93191939	6.610286657	7.584210901	7.307428525	7.044394119	6.935459748	6.569855608	6.768184325	7.605109074
NCKAP5L	7.820178962	8.68580002	8.771159296	8.242697768	8.993787563	8.937226674	7.461888664	6.442943496	8.719731057
FANCD2	6.247927513	6.826548487	3.560714954	3.392317423	7.332707934	6.984133595	7.193771743	7.211401637	4.786596362
WASHC2C	7.320123598	6.921245889	7.057450272	6.87036472	5.325530332	7.212374788	6.537606691	7.047669251	5.285402219
TTC9	5.906890596	5.614709844	6.92243574	6.085339669	7.491853096	6.632268215	7.218199944	7.226893814	7.598424761
BORCS7	7.422905743	6.951867504	5.325530332	5.918863237	7.047669251	7.057450272	8.297374861	6.918863237	6.040015679
RAD50	6.157852169	4.837943242	6.738767837	4.781359714	6.22881869	6.944858446	6.619119511	6.251719093	6.139551352
STAG2	6.760220946	8.85735901	8.449973986	8.62388149	8.698010062	8.648537346	7.241268177	6.314696526	8.674192268
CABIN1	7.94016675	8.221587121	6.454504938	6.837943242	7.961739073	8.61176256	6.255500733	6.74281467	6.649615459
CENPL	7.839833648	6.614709844	7.182890893	6.54689446	7.587214952	7.151777655	7.083213368	6.690696444	7.590212761
RUNDC1	7.022367813	6.526694846	7.945443836	7.130313146	7.345183447	7.248876343	6.685099172	7.21916852	7.95070169
TBCC	6.836681593	6.441284272	7.135452784	6.757556689	7.166916252	6.844234988	6.998872454	6.808642468	7.355791547
UBR1	7.225930411	6.622051819	7.071462363	5.965784285	6.808642468	7.422064766	6.933100475	7.05853297	6.033423002
SLC3A2	8.278914019	7.249824549	7.680886921	8.029563314	8.133399125	7.010108453	8.71183902	6.153805336	9.014578465
CABLES1	6.121015401	6.323730338	6.671010241	6.177917792	6.145677455	6.495055528	7.36018867	6.761551232	5.711494907
RIMS3	7.891176125	7.456149035	6.830356747	6.64096791	8.22881869	6.856736756	7.787249608	6.414473836	7.687200695
TOMM20	6.666756592	6.578938713	4.921245889	4.307428525	7.875288598	7.451211112	8.201633861	6.840463234	5.933100475
MED23	6.710117632	5.432959407	6.287250643	5.584962501	5.572889668	6.191799501	8.137503524	7.341630009	5.614709844
COBLL1	4.504620392	7.253611152	7.254556252	7.370687407	6.147713722	7.121015401	6.851749041	6.399171094	6.577428828
NUMB	7.714245518	6.909293086	7.982423227	7.075746538	7.702519029	7.655351829	6.852997588	7.093813673	8.245077275
PHF10	9.095397023	6.62935662	4.343407822	3.510961919	9.513332824	7.041111535	7.731997787	8.016251155	6.633721813
DDX39A	6.821455119	6.586464526	7.961160258	7	8.117383367	7.756222713	6.375039431	6.50779464	8.030667136
RELL1	6.586464526	7.851749041	7.259272487	8.198690586	7.525912261	6.847996907	7.024585638	6.593951284	7.908092341
CLDN12	7.088523257	7.233619677	7.569096095	7.52277767	7.388878339	7.311067102	7.161887682	6.789207575	7.675957033
ZZEF1	7.298291731	6.984133595	7.40173285	7.383704292	6.409390936	7.074676686	7.246027981	6.781359714	6.816343705
FAM117A	7.037821465	5.947198584	6.822730148	6.404290064	6.719731057	6.465974465	7.022367813	6.28169825	7.173926932
PRPF38B	7.198690586	7.556122818	3.185866545	4.722466024	7.907491593	7.686500527	8.903881846	7.148730779	4.87774425
ZNF428	7.06501215	7.125155131	7.87282876	6.867896464	7.512542955	8.322829498	7.880195729	6.307428525	7.070389328
VAPA	6.316507819	8.976420921	9.741466986	9.814422247	8.73369328	8.966937979	5.995484519	6.024585638	9.534691959
HIC2	5.217230716	7.468420402	5.83541884	7.673132372	6.766860144	5.697662633	6.402585758	6.75087444	7.101187815
TOX4	6.685099172	7.510170751	6.334496768	7.049848549	6.997744026	6.841721581	6.64385619	7.108524457	6.512542955
SMAD5	7.64096791	6.938991439	7.433794059	7.440453944	6.689299161	6.994353437	6.981852653	6.696272084	6.783980414
SLC23A2	7.347842794	7.621319301	6.675251386	6.927185358	7.491853096	7.168922782	6.944858446	6.230741003	6.97384084
MIGA2	7.653203362	7.904484098	9.232181058	8.885391332	8.376776572	8.573268478	8.031218731	6.100136671	9.173427297
ACTR8	8.208478242	7.222070355	7.447909749	6.978424465	8.392746732	7.92421868	6.897240426	6.92243574	8.010667963
CNNM3	6.181897643	7.374170076	7.453682186	7.336283388	6.503030646	7.263034406	6.811214118	6.465974465	6.569855608
SSBP3	6.610286657	7.246027981	6.5360529	7.082149041	6.875288598	6.965784285	6.325530332	6.882643049	6.630813152
EEF1G	7.379378367	7.277984747	7.330916878	7.816983623	6.972692654	6.781359714	7.440453944	7.646738698	7.383704292
SEC14L1	6.789207575	7.107478647	7.427103287	7.103287808	6.859224162	7.38024459	7.229780167	6.055282436	6.998872454
ETV6	6.424586226	7.646018611	5.700439718	6.451211112	6.145677455	6.841721581	7.557655155	7.238404739	5.277984747
MIA3	8.623515741	7.636624621	8.033423002	7.452858965	7.862327401	8.29553937	7.602884409	6.571373436	7.355791547
ASF1A	7.664625055	5.867896464	7.991521846	6.085339669	7.962317655	7.80928581	5.378511623	7.081083929	8.16540952
WDR24	7.132371199	6.332707934	7.452035274	6.87036472	6.871597266	7.115823977	7.393175914	7.105384749	7.390598906
BLOC1S3	7.343407822	5.862947248	6.375039431	3.887525271	6.175923742	7.871597266	8.076815597	6.675251386	3.95419631
HDAC4	7.28077077	7.327328083	7.976134473	7.99095486	6.74281467	7.518849829	7.394891366	6.846744023	7.263034406
INTS1	6.407692649	6.501439145	5.09592442	3.263034406	7.105384749	8.174925683	7.152791852	7.055282436	4.666756592
SETD1A	6.173926932	7.144658243	6.841721581	6.292781749	8.035073997	7.573647187	7.718361626	6.66106548	7.224966365
CRK	6.829088444	6.904484098	6.683696454	6.704595348	8.09592442	7.048759312	8.20261362	6.23457796	7.648896806
MELK	6.82527683	6.993221467	7.055282436	6.566815154	7.06501215	7.532940288	6.673839056	6.987548259	6.307428525
RCOR1	7.282625134	6.682292371	4.666756592	3.972692654	7.478971805	6.992088609	6.6794801	6.899659026	4.760220946
COG4	7.825912799	6.40599236	7.622051819	6.87282876	7.526694846	7.353146825	6.97384084	6.697662633	7.877130729
TONSL	7.374170076	8.162391329	8.283088353	8.350497247	8.943979914	8.114783447	7.491051376	6.77478706	9.070389328
INTS5	7.031218731	6.599912842	7.487840034	7.361066489	7	6.94016675	7.164906927	6.923624611	7.738767837
PDIA6	5.87774425	7.03562391	6.559185866	6.285402219	7.928370323	7.495855027	6.169925001	5.596935142	7.110613806
OSBPL10	7.128252152	8.451623252	8.431706524	8.208478242	8.356231863	8.502235115	6.99095486	6.207502459	8.285864547
BCKDK	7.955940451	8.357112092	6.900866808	6.837943242	7.249824549	8.399171094	7.918266959	6.94602899	6
SYNCRIP	6.962317655	6.807354922	7.261154673	7.031218731	5.918863237	7.071462363	6.605849867	6.746850183	6
ULK1	8.11997861	6.592457037	7.653919873	7.722466024	7.687200695	6.475733431	6.64096791	6.355791547	8.661421833
CNOT4	6.412781525	7.082149041	7.416164165	6.355791547	7.45532722	7.932510053	6.885086225	6.948367232	6.847996907
PLEKHF2	7.683696454	7.103287808	8.368069877	7.927185358	7.441284272	7.55688919	6.528258743	6.665335917	8.156841525
DHX34	6.078951341	6.73470962	4.608809243	5.602884409	6.011227255	6.444600814	7.238404739	7.074676686	4.867896464
SESN2	6.020146573	6.992088609	6.888743249	5.995484519	6.909293086	7.685099172	6.515699838	6.197708158	6.083213368
LARS1	5.906890596	6.411087227	7.050936965	6.6395216	6.195741293	6.87897051	7.560714954	6.050936965	6.58345891
SNAP23	7.206526016	6.622051819	6.665335917	7.578938713	4.977279923	5.523561956	6.314696526	6.155830172	5.498250868
PRMT3	7.283551423	6.700439718	4.749534268	5.209453366	7.102238194	6.693486957	8.255500733	6.006746832	5.840463234
CEP89	6.866660751	7.300123725	8.016808288	7.886915896	7.01346226	7.500642736	7.06608919	7.090641752	7.523561956
MOCS2	6.465974465	6.50779464	6.601399391	6.760220946	6.48058827	6.201633861	6.456149035	6.177917792	6.847996907
KIAA1958	7.171927354	7.672425342	6.725195817	7.716990894	7.284477118	6.43629512	6.029011087	6.632268215	7.39145842
TACC1	6.512542955	6.740118043	6.509379149	6.707359132	6.62058641	6.5360529	6.944858446	5.914086097	6.601399391
ZNF574	7.093813673	5.652486495	8.85237345	6.6395216	7.379378367	8.015693807	5.773468928	6.498250868	8.376342483
TRIP10	7.508587112	6.862947248	6.131342539	6.026800059	7.954777925	6.918863237	7.557655155	6.818901676	7.01346226
CLN6	6.864186145	6.501439145	7.015693807	6.704595348	7.36018867	6.572889668	6.760220946	5.022367813	7.611024797
ENTR1	6.366322214	5.817623258	5.899659026	5.61176256	6.887525271	6.62497818	5.339850003	7.12722055	5.933100475
MAP4K1	7.786596362	6.642412773	7.739443098	5.817623258	7.194756854	8.454916138	7.546122759	6.426264755	7.180903709
KAT5	7.022367813	6.840463234	5.892391026	5.963474124	7.207502459	6.988684687	6.928370323	6.865423978	5.958842675
AGGF1	6.165911939	7.899054756	7.250772132	8.892998093	8.857670036	6.285402219	8.456149035	6.171927354	9.985841937
DCAF6	7.753551055	6.102238194	7.416164165	5.904484098	7.174925683	7.735386783	6.031218731	6.64096791	6.672425342
DUS3L	6.517275693	7.300123725	6.108524457	7.222070355	6.309248961	6.10433666	6.10433666	6.694880193	6.266786541
PLK4	6.754887502	6.203592714	6.964629667	6.777419716	7.046578367	6.348728154	6.909293086	6.114783447	7.352264173
COMMD10	6.43629512	6.163901214	7.752882366	6.697662633	6.01346226	7.331812684	6.318316841	6.782670659	6.442943496
CD19	8.124638314	7.107478647	6.584962501	5.783980414	7.521992956	7.923030298	6.731997787	6.635173947	6.191799501
HEATR1	6.068240861	5.87036472	7.390598906	6.268658955	6.303780748	7.001126665	6.061776198	6.257387843	7.053111336
OTUB1	4.995484519	6.837943242	6.94016675	6.298291731	6.646738698	7.332707934	6.54689446	6.596935142	5.760220946
CNGB3	7.824004051	7.565292521	7.697662633	7.388017285	7.805421446	7.868513924	5.602884409	6.087462841	7.594697827
CNTROB	6.251719093	7.153805336	7.667466405	7.472487771	6.962317655	7.271463028	6.790511412	6.806066226	7.287250643
IRF8	8.351380981	8.465974465	6.793115555	6.699051844	8.208965886	8.691045553	5.882643049	6.341630009	6.09592442
MTHFD1L	6.145677455	6.098032083	6.730639956	6.44625623	6.419538892	6.261154673	6.452858965	6.509379149	7.041111535
ARAF	7.260213887	7.303780748	6.165911939	5.672425342	7.243173983	7.375039431	7.184875343	6.626439137	5.596935142
HSPA9	6.887525271	6.369815424	6.876516947	6.378511623	7.352264173	6.906890596	6.323730338	6.498250868	7.293701542
MTBP	7.029011087	6.540709263	7.869748051	7.900866808	6.693486957	6.327328083	6.548436625	5.923624611	8.074141463
PNPLA6	6.255500733	7.212374788	6.598424761	7.836050355	6.770829046	5.977279923	6.997744026	5.817623258	7.168922782
CHMP5	5.972692654	7.118941073	7.327328083	7.370687407	7.58345891	7.077883864	6.482202926	5.28169825	7.908092341
RCOR3	6.598424761	5.778734244	3.560714954	3.867896464	7.870981124	6.595443985	7.430452552	6.10433666	5.87282876
MYG1	6.277984747	6.894817763	7.087462841	6.74281467	6.506208389	7.153805336	6.346956889	6.388878339	6.472487771
CEP164	6.642412773	7.212374788	6.199672345	6.813781191	7.132371199	6.74281467	6.700439718	6.525129251	6.951867504
KLF16	6.866660751	6.341630009	6.076815597	5.307428525	6.76420813	6.649615459	6.673839056	6.556122818	6.277984747
ALMS1	5.958842675	7.232660757	7.302867361	7.697662633	7.456970381	6.898450233	6.970393538	6.99095486	7.804131021
HLA-DOB	6.151777655	5.847996907	6.587964989	6.381975479	7.294620749	6.106432078	5.87282876	5.459431619	7.634448062
PEAK1	6.240314329	6.532940288	6.38024459	6.586464526	8.233140296	6.394033895	6.348728154	6.221103725	8.454504938
EXO1	5.614709844	6.089582893	6.10433666	6.211401637	6.930737338	5.807354922	6.515699838	6.673839056	7.379378367
BRCA2	6.292781749	6.223036338	7.318316841	6.725195817	6.040015679	6.62058641	6.766860144	6.068240861	6.76420813
PKN2	6.292781749	7.384567923	6.883865155	7.573647187	6.924812504	6.971543554	6.263034406	6.429615964	7.135452784
AP4E1	6.778734244	6.818901676	6.830356747	7.375039431	6.359310317	6.255500733	6.318316841	6.290940402	7.031218731
MRPS17	6.329123596	6.395748328	5.683696454	5.566815154	6.988684687	6.215290306	6.515699838	6.070389328	6.350497247
NEDD4L	6.92243574	5.783980414	7.43629512	6.421223299	6.851749041	6.820178962	7.090641752	6.95070169	7.226893814
YOD1	7.298291731	7.564530601	6.974988112	7.389738879	7.707359132	7.296457407	7.619853147	7.316507819	7.278914019
SETDB2	6.395748328	7.690696444	7.944272818	7.818262608	6.165911939	7.902676587	7.040015679	5.845490051	6.277984747
TRMT1	6.368069877	6.656782364	6.94016675	6.251719093	7.034523875	7.164906927	6.0725346	6.736063628	6.553053253
CRKL	5.251719093	7.105384749	7.041111535	7.334496768	6.944858446	6.75087444	6.601399391	6.01346226	7.140574178
ARMC10	7.309248961	6.381975479	5.963474124	5.368069877	7.437960088	6.852997588	6.078951341	6.383704292	5.95419631
RFX3	6.414473836	7.218199944	7.745506266	7.746178381	7.057450272	7.09592442	6.899659026	6.131342539	7.599912842
PEX19	6.62935662	7.441284272	6.068240861	6.506208389	7.285402219	7.529820947	6.392317423	5.708739041	6.074676686
LMBRD1	5.899659026	5.972692654	4.54225805	4.478971805	5.862947248	5.422905743	6.421223299	6.015693807	4.321928095
MACO1	5.623515741	5.64096791	5.716990894	6.432959407	4.995484519	4.857980995	5.850499414	5.145677455	5.608809243
KIAA2026	6.332707934	5.504620392	5.590961241	4.892391026	7.045486656	6.203592714	5.965784285	5.937815169	7.252665432
CENPN	6.490249211	6.48703608	6.578938713	6.529820947	6.483815777	6.499845887	6.283551423	6.362820526	6.390598906
CNTRL	6.369815424	6.865423978	7.032321287	7.301953395	6.845490051	6.876516947	6.43629512	6.537606691	7.109569509
RMC1	6.562242424	6.885086225	6.556122818	7.543805176	6.509379149	6.125155131	7.390598906	6.736063628	6.947198584
ZFP36L2	6.896029603	6.969242604	7.549977143	6.927185358	7.275193334	7.768184325	7.333602628	5.830356747	7.09592442
SEPHS1	6.928370323	7.297374861	7.75087444	7.591709333	7.917670434	7.494255587	6.795715007	6.06608919	8.117902789
PTPRA	5.683696454	6.17990909	8.047123912	7.220136447	6.048759312	7.171927354	6.183883459	6.129283017	6.816343705
FANCI	5.773468928	8.185866545	6.068240861	7.694183743	7.254556252	6.48703608	6.840463234	6.244125943	6.766860144
PRKCG	6.997744026	7.520422249	7.6794801	8.076281167	6.14363831	7.191799501	6.451211112	6.279842694	6.375039431
LIME1	6.201633861	6.392317423	6.022367813	5.762880293	6.159871337	6.451211112	6.48703608	6.207502459	5.432959407
YTHDF1	6.910492832	5.832890014	8.129283017	6.159871337	7.566815154	8.001126665	7.002252452	6.151777655	7.683696454
OGT	6.118941073	6.01346226	8.103287808	7.023477152	6.993221467	7.362820526	6.215290306	6.037821465	7.664625055
MSL2	6.610286657	7.368069877	7.138527801	7.591709333	6.426264755	6.892391026	6.477353527	5.882643049	6.799605422
HOMEZ	6.722466024	6.682292371	6.733354341	6.701826258	6.662490364	6.510961919	6.300123725	6.232660757	6.736063628
DGKI	6.521992956	7.045486656	6.692092375	7.232660757	6.903279342	6.537606691	6.976134473	6.261154673	6.970393538
MICAL1	6.74819285	7.386293635	6.100136671	7.608069968	5.867896464	5.986410935	6.762880293	5.422905743	5.885086225
N4BP3	5.961160258	6.011227255	6.523561956	6.215290306	6.966937979	6.240314329	6.76420813	6.350497247	7.166916252
UBL4A	6.087462841	6.375039431	6.87282876	7.116863758	6.327328083	6.153805336	5.820178962	6.046578367	6.988684687
TUT4	6.744161096	6.925999419	3.776103988	4.689299161	6.726558779	6.139551352	7.344295908	6.257387843	5.426264755
LILRB1	6.562242424	5.318316841	6.778734244	6.223036338	6.352264173	5.714245518	6.30560579	5.778734244	6.996614715
TOR4A	7.156841525	7.596189756	7.587214952	8.024585638	7.74281467	7.299208018	7.147713722	6.318316841	7.994353437
FAM76B	5.995484519	5.852997588	6.087462841	6.6395216	5.752213368	5.608809243	7.060695932	5.791814071	6.277984747
C14orf93	6.197708158	8.53838296	6.64385619	8.951284715	6.185866545	6.193771743	5.997744026	6.06608919	6.21916852
CABLES2	6.988684687	5.832890014	6.616181231	5.930737338	6.100136671	6.264911693	6.649615459	6.123086751	6.336283388
NCOA6	6.244125943	6.020146573	6.289096702	6.253611152	5.752213368	6.238404739	6.470862199	6.266786541	6.063934306
DESI1	6.246027981	4.504620392	6.94016675	5.649615459	5.614709844	5.815063017	6.577428828	6.040015679	6.161887682
TMEM131	7.060695932	7.054197294	8.025139562	8.299208018	7.511752654	6.703211467	4.590961241	5.456149035	8.616916363
PPP1R11	5.053111336	6.847996907	7.270528942	6.414473836	7.489446599	7.565292521	5.995484519	5.599912842	7.491051376
NMD3	7.753551055	6.526694846	3.510961919	4.209453366	7.695576306	6.472487771	6.671010241	5.82527683	5.456149035
GSTP1	6.292781749	6.183883459	6.390598906	6.323730338	5.697662633	6.249824549	5.683696454	5.786596362	6.048759312
QKI	6.404290064	7.686500527	7.201633861	7.685099172	7.822092774	7.321928095	6.133399125	5.993221467	7.891783703
SSR1	5.8899602	4.364572432	6.62935662	5.469234794	6.089582893	5.773468928	6.689299161	6.733354341	6.917670434
SNX29	6.108524457	6.22881869	5.465974465	6.078951341	6.362820526	6.004501392	5.501439145	6.06608919	5.902073579
KPNA4	7.101187815	6.303780748	4.578938713	4.026800059	6.827819025	6.998872454	6.063934306	5.892391026	3.350497247
EEF1A1	6.133399125	6.139551352	7.107478647	6.95070169	5.937815169	6.10433666	6.203592714	5.623515741	6.917670434
SCLT1	6.118941073	6.906890596	7.067165427	6.605849867	6.705977902	7.266786541	6.390598906	6.46760555	6.266786541
FAM160A2	5.197708158	5.452858965	6.820178962	5.426264755	5.669593751	7.597680144	5.632268215	6.325530332	5.439623138
TKT	6.923624611	6.716990894	6.827819025	6.578938713	5.918863237	6.996614715	6.30560579	5.815063017	6.01346226
UVSSA	7.241268177	5.984133595	4.392317423	4.026800059	6.316507819	6.54225805	7.082149041	5.520422249	4.485426827
BIRC6	6.616181231	6.746850183	5.048759312	5.121015401	6.429615964	7.115823977	6.475733431	5.746850183	4.949534933
KDM5A	5.044394119	4.802193217	5.725195817	5.578938713	6.416164165	5.439623138	4.733354341	5.972692654	7.103287808
ATF2	6.613236955	8.105384749	8.4325419	8.802516365	7.851124363	7.880807948	5.209453366	4.963474124	8.429615964
PIK3C2A	5.426264755	4.727920455	6.303780748	4.711494907	6.426264755	6.020146573	5.752213368	5.596935142	6.320123598
SYK	7.778734244	6.553053253	6.686500527	6.022367813	7.541483864	6.882643049	6.820178962	5.364572432	7.273329387
PRKCI	6.375039431	6.48864354	6.947198584	7.23935985	6.155830172	6.177917792	6.276124405	5.951867504	6.852997588
TBL3	5.357552005	3.837943242	6.512542955	4.321928095	5.725195817	6.129283017	5.956521363	6.478971805	5.593951284
ARAP1	6.416164165	5.738767837	5.949534933	5.845490051	6.259272487	5.773468928	5.022367813	6	6.343407822
NBR1	6.093813673	5.449561375	7.117902789	5.744161096	5.918863237	6.373300197	5.719731057	4.727920455	6.343407822
SETD5	5.935459748	6.04220656	6.722466024	6.830356747	6.017921908	5.94016675	6.01346226	5.532940288	6.400879436
PIP4P1	4.765534746	5.909293086	5.539158811	6.167919866	6.668175869	5.371558863	5.244125943	5.452858965	7.00337736
SMAP	5.882643049	6.496654083	4.678071905	6.098032083	4.791814071	6.209453366	6.085339669	5.28169825	4.240314329
ALYREF	7.30103885	5.368069877	5.62058641	5.572889668	5.251719093	5.426264755	5.008988783	4.026800059	5.240314329
TBC1D9B	6.191799501	8.132371199	5.270528942	7.038918989	6.669593751	6.230741003	6.867896464	4.911691582	6.053111336
RAB5B	5.916476644	4.705977902	6.653919873	5.526694846	5.815063017	5.789207575	5.95419631	5.852997588	6.569855608
CCDC93	6.456149035	5.605849867	7.661778098	5.617651119	6.632268215	7.859845344	5.232660757	4.608809243	6.336283388
RSBN1L	5.947198584	6.020146573	6.364572432	6.757556689	4.827819025	6.201633861	6.01346226	5.456149035	5.412781525
CKAP5	5.517275693	6.283551423	4.786596362	4.727920455	6.059614856	6.303780748	6.276124405	5.752213368	4.897240426
ASMTL	5.94016675	6.191799501	4.930737338	5.185866545	6.5360529	5.951867504	7.569855608	5.646738698	6.053111336
RNF25	6.0725346	6.572889668	6.565292521	6.399171094	6.30560579	6.596935142	5.368069877	5.560714954	6.385431037
SEC62	5.153805336	5.956521363	4.459431619	3.392317423	6.680886921	6.937815169	6.528258743	5.399171094	4.053111336
TAF4	6.860466259	6.934280594	6.610286657	6.707359132	7.355791547	6.416164165	6.778734244	4.781359714	7.186857067
CLUH	5.296457407	5.255500733	3.99095486	2.584962501	5.882643049	5.902073579	5.608809243	6.070389328	2.722466024
FAM83G	6.266786541	7.494255587	7.684397984	7.511752654	6.77478706	7.535275377	6.867896464	4.705977902	6.906890596
RALGAPB	6.532940288	6.8899602	6.232660757	6.811214118	5.532940288	6.311067102	5.395748328	5.161887682	5.850499414
PAF1	5.738767837	5.605849867	5.399171094	6.197708158	5.141596278	5.070389328	5.498250868	6.063934306	5.165911939
CRAMP1	5.442943496	6.672425342	5.165911939	6.791814071	5.904484098	5.925999419	6.011227255	5.599912842	5.923624611
