Gene	"Gr2_F2: 128N, Control, 781"	"Gr1_F1: 128C, Sample, 4"	"Gr1_F2: 126, Sample, 1"	"Gr1_F1: 126, Sample, 1"	"Gr1_F3: 128C, Sample, 4"	"Gr1_F2: 128C, Sample, 4"	"Gr2_F1: 128N, Control, 781"	"Gr2_F3: 128N, Control, 781"	"Gr1_F3: 126, Sample, 1"
TMOD3	8.912889336	8.563386966	9.37286506	8.74281467	8.626804145	9.394033895	8.485426827	8.761883612	8.716648008
COPS3	9.650333754	7.690696444	5.520422249	3.972692654	9.129540618	8.909293086	9.428360173	9.069584028	5.765534746
PDS5A	9.735386783	9.301496195	7.087462841	6.856736756	9.387155718	9.496853777	9.379378367	9.187599513	6.802193217
SENP1	7.425425735	8.581953751	8.996049728	9.154311811	8.411087227	8.341630009	9.25479243	8.84862294	9.05039286
SRPK2	7.814422247	10.18994807	7.541483864	7.82336724	9.794740761	9.920203963	9.482202926	9.309248961	7.025693274
SEPTIN6	8.6043679	8.775774869	7.666046429	9.171176798	9.111657346	7.369815424	8.601770788	8.760886243	9.546701573
MARF1	9.299665944	9.164404158	9.846430632	9.807837886	9.286095656	9.244125943	9.637349411	9.267254872	9.904183003
TMCC1	8.571752644	8.354910512	10.09434165	9.653382523	8.362820526	8.907491593	8.327777171	8.48984796	9.523365924
KIFC1	7.8008999	6.915281866	8.620219826	7.03562391	8.617651119	8.30241045	7.937226674	8.096451624	8.799929151
WDR7	8.842978832	8.793765857	9.177170346	9.264677166	7.612499946	8.786923022	8.53099149	9.322378867	8.01402047
NOL12	9.997179481	9.903881846	9.968954728	10.06985251	10.00968868	9.749366659	10.40151954	9.524345816	10.2737956
GATAD2A	9.77016832	8.822092774	8.168421411	8.278914019	8.853933289	9.004782263	9.524345816	9.294161219	8.14974712
RALBP1	7.749534268	8.772149591	9.331588785	9.528649452	8.889047583	8.616181231	8.047123912	8.996614715	9.648177796
MCM9	8.47370575	8.749534268	9.402798907	9.219410563	8.649974651	8.839203788	8.570235215	8.983278664	9.289557848
RTN4	8.764871591	5.738767837	8.40045254	6.211401637	7.090641752	7.888134388	9.426684082	8.531381461	7.6387979
HPS5	9.423536153	10.05297553	10.33203655	10.3462921	9.764042217	10.12360412	9.809125002	9.613973587	10.04070069
MLF2	9.36018867	8.710117632	8.823685681	8.066627409	9.03727239	9.461274795	8.966649642	9.47208155	8.381975479
SH2D3C	9.142107057	9.059074015	9.948075158	9.515699838	9.822252144	9.612868497	9.331812684	8.988400664	10.20347036
ZBTB21	9.251482411	8.948367232	9.491051376	9.14822234	9.103025476	9.392746732	9.104598754	9.227856573	9.219894527
PRPSAP1	9.719388821	9.849092288	10.62214336	10.22194956	9.908542737	10.31639468	9.916028718	9.398743692	10.26573224
NAT10	6.839203788	7.84862294	9.199181549	8.674898433	8.346956889	8.468827655	5.925999419	7.154818109	9.000845082
GZF1	8.337175869	8.928074173	10.64123893	10.06056084	8.654993973	9.580635447	8.13442632	8.69034725	9.628810041
SIPA1	9.161887682	9.531381461	9.911841356	9.881572857	9.124121312	9.439207555	9.505216096	9.259743264	9.542064542
RETREG3	9.978996396	9.598424761	9.531381461	9.388017285	9.954923292	10.37894506	9.352705567	9.294850459	9.760719947
LCK	9.523365924	9.180157809	9.890112246	9.82527683	8.942807706	9.222070355	9.499048598	9.612315635	9.66498053
PBK	7.785288981	8.160375687	7.793765857	8.731319031	8.507398241	7.537606691	7.953032377	8.250298418	8.858602712
ESS2	8.832573599	7.74819285	7.694880193	7.60659028	7.414473836	7.938403424	9.151270289	9.473299871	7.089582893
KATNA1	9.287250643	9.055553593	8.482202926	7.454504938	9.294850459	9.744665681	8.411087227	8.597307691	7.047669251
RECQL5	9.529040056	10.04494049	10.52434582	10.61148594	9.431497604	10.08733023	9.235056863	9.048486874	10.08679969
BPTF	8.490650349	8.71630504	9.180157809	8.518456456	8.145167939	9.257623558	8.927185358	9.133655993	8.151777655
SMARCA2	9.930145948	9.765037408	9.293701542	10.41034535	9.217957698	8.508587112	9.214561978	9.359310317	9.909893084
MRPS36	9.019312726	8.782998209	9.615813525	9.38305623	9.270295326	9.060695932	9.50084188	9.100399529	9.923178899
POLR1G	9.197708158	8.293241719	8.978710459	7.940754047	9.573836505	9.282856762	9.698878266	9.484822894	9.297833368
MIA2	8.792139552	8.996049728	10.20138882	10.14898493	8.714588976	9.163398094	8.636624621	8.05202456	9.839833648
UBXN1	9.206526016	9.257623558	9.137503524	9.706323333	9.176921112	8.708394188	8.223519087	9.176671834	9.5980525
ZNF830	8.555739479	8.592457037	10.16302064	9.122310343	9.605294308	9.587027382	8.314243347	8.996049728	9.991521846
RTF1	9.285633401	8.942514505	8.532940288	8.961739073	8.212374788	8.571752644	9.543805176	8.755889026	8.041659152
EHD1	8.516093963	7.080018029	7.594697827	7.58044702	8.963185094	6.770829046	8.859224162	8.608809243	9.586839788
NUP50	9.00337736	8.582330188	9.518456456	8.882337361	8.944565661	9.28169825	9.282393469	8.77148947	9.332707934
MAP3K2	8.569855608	8.770498721	8.504620392	9.179162675	8.325979979	8.158357226	8.503825738	9.100399529	8.723490302
ARID4A	9.107217076	8.314696526	9.866969778	8.764871591	8.014578465	9.356892085	8.139039668	8.756222713	8.350939182
ACACA	9.09592442	10.57648435	8.981567282	10.59628295	10.47289388	9.037546954	9.590025581	9.326429487	10.29989485
ERCC5	9.43629512	8.703211467	9.015415052	7.764871591	10.0439842	9.851436736	9.378511623	10.0968469	9.222553427
CSPP1	8.786596362	9.065820006	9.373952655	8.964918408	9.308566567	9.551516018	8.627898616	8.835734632	9.182890893
HNRNPUL2	8.972979786	10.07614753	6.017921908	6.251719093	9.295768934	9.375256688	9.435253538	9.129798173	5.554588852
LAT2	9.285170999	10.03177011	9.535469797	10.56500685	8.683345562	9.122827995	9.100662339	9.167167221	9.04220656
RBM27	10.64862722	10.0054842	7.793115555	9.261624836	10.55305325	8.652127928	9.749366659	9.292551709	9.762049774
RNF31	8.803808235	9.180157809	10.33817925	9.575917361	9.483211169	9.983278664	9.878817285	9.305377786	9.809928866
EIF3G	10.10734787	9.439830884	10.23302043	9.901168595	9.556122818	9.759888183	9.83541884	9.278217121	9.999718196
RBM5	8.905687849	9.166916252	8.83447105	8.727920455	9.212131562	9.454504938	9.310158318	9.255736757	8.725877459
NFRKB	9.431497604	9.62844554	10.3226042	10.32631712	8.691394579	9.632995197	9.211401637	9.447909749	9.356011722
PHLPP2	8.775445674	8.365884968	7.271463028	7.019034669	8.891783703	8.498649788	8.920352855	8.952741247	7.659639187
HUWE1	8.939285356	9.224242907	9.701826258	9.815383296	8.469641817	9.154058596	9.221345444	9.424166289	8.891783703
TCF20	9.341407629	8.709773108	10.0336983	9.504620392	9.042753761	9.223519087	9.415319248	9.142107057	9.90147032
BRD7	9.275193334	9.777255315	5.646738698	5.635173947	9.840620587	9.824481475	8.854868383	9.317412614	5.754887502
IFIH1	9.017643583	8.977852308	10.11582398	9.150001093	9.250772132	9.787086325	9.167167221	9.044940491	9.600470477
ARHGAP11A	8.837312556	8.899961067	9.209453366	9.81602364	9.132114103	8.317864798	8.688600011	8.584210901	9.828136484
SLC7A6OS	9.271229563	8.649974651	9.466994109	9.004220466	9.167669028	9.254083779	8.884781054	8.950993232	9.443565213
MCRIP1	8.931623968	9.795715007	8.786596362	9.350939182	8.710117632	9.156083076	8.921543444	8.911991114	8.057450272
DENND1A	8.186857067	9.123345461	7.30833903	8.018478396	9.032045727	8.587964989	7.921245889	8.703903573	7.899054756
ARHGAP5	9.265849421	9.266786541	7.725195817	7.894817763	8.370251481	9.049031698	9.037821465	8.892087397	6.918863237
PDPK1	9.638254887	9.721782768	9.607145341	10.37894506	9.261154673	9.106955457	9.457996407	9.205060111	9.880654918
C1orf174	9.955068644	8.122051448	8.873444113	7.830356747	8.339404658	8.955649908	10.10105646	9.827183896	8.388017285
THOP1	9.040837649	8.875902903	9.316507819	9.187846909	9.69034725	9.054739967	9.387155718	9.338067798	10.00253376
PPP6R1	8.337175869	7.114783447	9.23935985	6.06608919	8.876516947	8.793440743	9.051480865	8.674192268	9.355351096
TBC1D25	8.129798173	6.802193217	9.026523443	6.704595348	8.076815597	8.923327485	8.480992104	9.23935985	8.181400762
EIF3E	7.747521673	8.342963574	8.133912814	8.547280156	8.839518753	7.90147032	7.77478706	8.302867361	9.058262372
ZFP36L1	9.117643101	9.780047576	10.48139582	10.32755264	9.571752644	9.870518845	9.314016704	9.184627436	10.14249002
MAVS	8.66498053	8.776762002	9.296457407	9.468013034	8.614341763	8.616181231	8.840148475	8.957682486	9.17042585
EIF6	8.657139777	7.353146825	6.812498225	5.918863237	8.059074015	8.920352855	8.751209288	9.072802535	6.390598906
COL19A1	8.716648008	9.124638314	9.926147714	9.93516505	8.796364138	9.073873777	8.754553506	9.109830654	9.563005553
BANP	9.560523907	9.567195561	9.807998839	9.915730024	9.284939742	9.462706751	9.434836695	8.761883612	9.647098607
TFIP11	8.062855655	8.816983623	4.705977902	6.785288981	7.191799501	6.793115555	8.704249502	9.350055177	6.020146573
TOMM34	9.628080947	9.709773108	5.892391026	7.804131021	9.24055285	7.846744023	9.175424799	8.895120819	7.031218731
SP100	9.220136447	8.741466986	8.147204925	8.945443836	8.040015679	7.837312556	8.226412193	8.836681593	7.912290583
SSBP2	8.665335917	9.285402219	8.686500527	8.892087397	9.27076252	9.037546954	8.598796925	8.563768278	8.977279923
UTP14A	7.6574971	8.62497818	6.485426827	6.499845887	9.058262372	8.814101754	7.478971805	7.798309782	6.712870868
STT3B	8.984988019	8.393604969	5.048759312	5.830356747	6.971543554	7.46760555	9.338736383	9.022922589	4.491853096
NFATC2IP	8.807998839	9.333379007	8.529430554	9.711666974	8.828453874	8.20261362	9.130827934	8.882337361	9.160123534
HSPE1	8.190812368	8.822411496	9.77445764	9.49285462	8.946321477	9.113221243	8.494655613	9.02597005	9.483009577
ABR	9.000845082	9.592830744	9.059074015	9.106693791	9.486432821	9.730300298	9.293931399	9.237926947	8.920055055
FUBP1	9.394891366	9.091964233	9.689648608	9.195987298	9.392961339	9.820498107	9.855802872	9.068778278	9.113481728
SYMPK	9.470862199	9.76884596	9.744665681	10.03672311	10.05568915	9.524933432	9.164655564	8.872520985	10.31514956
MAP3K7	8.392317423	8.76851518	9.672955647	9.214319121	9.34739991	9.47370575	8.06501215	8.674898433	9.53508093
MON1B	9.212617973	9.257859235	8.917968728	8.883865155	9.75087444	9.366322214	9.993787563	8.77939106	9.188836073
ARFGEF1	9.212374788	9.561287945	9.80928581	9.836208191	8.929850162	9.485829309	9.118681572	9.170926525	9.274494636
DUSP22	8.776762002	9.325305455	9.470862199	9.918266959	8.540709263	8.908092341	8.725877459	9.176173149	9.112178834
ELMO1	8.709083813	8.917670434	8.827501495	8.195741293	9.201878863	9.544578117	8.891176125	8.763544364	8.442528869
DLGAP4	8.87436665	9.085870755	9.580258567	9.823685681	8.789207575	8.76586621	6.525129251	8.942807706	9.275891694
CCDC88C	8.671364147	8.83541884	10.00464183	9.605109074	9.490449794	9.284708449	9.11816243	8.929258409	10.12386274
CDC40	9.238882374	8.937815169	8.759222426	9.449148645	9.691220077	8.393604969	9.519832792	8.54341855	10.38887834
IL17RA	9.311748315	9.176921112	9.092492887	9.499845887	9.072266615	8.943979914	9.505613095	9.536441505	9.025139562
ITSN1	8.352705567	8.950410089	8.92748169	9.587214952	8.204571144	8.25219234	8.281234585	9.220378328	8.870672955
PI4K2A	8.731319031	8.976134473	8.422905743	8.0725346	9.730639956	9.411510988	9.243888012	8.916178043	8.410663341
LIMK1	8.731319031	8.930441673	8.504620392	8.459431619	9.631904587	9.026246773	9.072266615	9.269360484	8.961160258
PPME1	6.730639956	7.896029603	9.256916297	8.268191079	7.952450058	8.791162889	8.306061689	8.095397023	8.379811544
DOCK6	8.76586621	8.402159367	9.758556362	9.541290253	8.676662335	8.760220946	9.015415052	8.394033895	9.621136113
SH3BP5L	8.929850162	9.506605116	6.996614715	6.911691582	8.335390355	9.754052368	9.437544026	9.103550093	5.99095486
GPRIN1	8.721441019	9.306517445	10.31140775	10.28436144	9.235056863	9.433794059	9.355130821	9.360847084	10.17105167
RBM15B	9.3369528	9.486432821	9.623698627	9.937079513	9.109830654	9.132114103	9.344073938	8.887829862	9.521992956
DNPH1	8.628992257	8.207990433	8.286326727	8.089053172	8.371558863	8.367633159	8.87835751	8.959712205	8.291400959
ANKLE2	9.10433666	7.29553937	8.704249502	7.362820526	8.387586566	8.923327485	8.874981348	9.347178416	8.354469792
CCDC88A	9.578750064	9.709600815	9.407267764	9.338513555	8.574025798	9.560523907	9.693835392	9.4108753	8.262094845
BRAF	8.241268177	9.495255445	9.337844867	10.06662741	8.430870664	8.687900522	8.829405624	9.112178834	9.102763097
PPAN	9.055282436	8.656782364	6.619119511	6.897240426	8.737416366	8.788228924	8.901168595	9.249113453	6.264911693
PIEZO1	8.483412734	7.745506266	7.775445674	7.727239777	8.463524373	8.112178834	8.889351853	8.779719355	8.074141463
MYSM1	8.060155495	9.146950459	6.851749041	8.363696745	7.937815169	7.800252806	8.069852511	8.827183896	7.326429487
ARL6IP4	10.15393197	9.279378431	6.416164165	7.103287808	9.705113961	9.509379149	8.447496547	9.259978594	6.290940402
DDX54	9.486432821	9.513924942	9.352926213	9.689997971	9.319897877	9.071462363	8.775445674	8.999718196	9.54341855
NIFK	8.116343961	7.211401637	6.659639187	5.692092375	7.258330473	8.183387261	8.368069877	8.371994393	6.074676686
BAZ1B	9.545543712	9.080284578	7.346070441	7.073606041	9.610471228	9.505216096	9.317186468	8.47045552	7.394891366
TRPS1	9.150001093	9.111396532	8.415741768	8.54689446	9.262564702	8.868205227	8.944858446	8.85735901	8.609178738
LDB1	9.000281749	9.25124569	9.048486874	9.11504365	9.788228924	9.128252152	10.13660668	9.005905202	9.74096128
DENND1B	7.283551423	9.160123534	10.04535013	9.917073663	8.089053172	9.2244841	8.899659026	8.698357406	8.871905238
MAP1B	9.454299294	10.4193282	8.933100475	9.521992956	9.428360173	9.874674032	8.23935985	10.27204652	8.707359132
SLC20A2	7.348728154	8.160879862	8.529430554	8.428360173	8.299208018	8.173926932	7.708049252	8.30241045	8.614341763
AKIRIN2	9.208965886	8.976993646	9.841878797	9.87682387	9.215775653	8.936048964	8.786269628	8.878664043	10.21237479
XPO4	9.466586338	9.541096615	9.689299161	9.764042217	9.755555262	9.453064814	9.100662339	9.115563915	10.04766925
AKIRIN1	8.500244367	9.084011098	9.114783447	9.468827655	8.983278664	8.494255587	8.578938713	9.012624539	9.425425735
CBL	8.8166637	9.008428622	9.800738154	9.463320011	9.479982308	9.370469461	8.632995197	9.288173968	9.990245815
PAXX	9.426474434	10.45110806	9.965640008	10.65087224	9.491251848	9.721270114	9.735217522	9.745506266	9.746514321
ZZZ3	10.31004468	9.197462446	9.953905415	10.10394343	9.311975314	8.817942968	9.201388817	9.650513272	10.2909404
RAD23A	8.677014857	8.724513853	7.863566829	8.35974956	8.290018847	8.310158318	8.54341855	8.780703794	7.696272084
PLEKHG1	9.351380981	7.886306263	8.349612972	7.554588852	9.669062209	8.493855449	8.82527683	8.566434646	9.530406337
BARD1	8.550362015	8.950993232	9.336060181	9.604553229	8.752882366	8.642773763	9.034523875	8.762548143	9.246503098
TAF2	8.943393929	8.287250643	9.445428759	8.787576121	8.207502459	9.110613806	8.863566829	9.149239039	8.647818156
NELFA	8.25502857	9	9.432333102	9.35160183	8.893301531	9.127994321	8.329123596	8.649256178	9.193771743
USP34	8.435461914	8.947198584	9.655530723	9.653740779	8.93191939	8.961449694	8.673485757	8.254556252	9.643134662
FAM53C	9.615629637	9.200408226	9.955213982	9.891328043	9.0061858	9.331140882	9.867896464	9.340962764	9.563386966
NSUN5P2	9.525129251	9.597493929	5.040015679	5.714245518	8.179411523	9.144658243	8.62497818	9.235296255	3.378511623
MIER3	8.726218159	9.195003027	8.025139562	8.30560579	9.547472965	8.429615964	8.814101754	8.718704106	8.499845887
USP20	8.222553427	7.519636253	6.616181231	6.560714954	8.384136172	7.479780264	6.928370323	9.038095925	7.837943242
NAA10	7.869748051	8.059614856	5.602884409	6.429615964	8.60659028	8.245077275	8.446669787	8.803808235	6.336283388
DEAF1	9.15911448	9.554396991	9.776597526	10.22424291	9.195249158	9.271696455	9.344295908	9.109047078	9.703903573
CGN	9.085339669	7.911691582	8.128252152	7.938403424	8.677014857	8.153805336	8.392746732	9.069315495	8.714588976
MEN1	8.199672345	8.156841525	4.655351829	5.83541884	9.365884968	7.099084761	8.716990894	8.771159296	6.821455119
PALB2	8.864495703	8.258801557	8.535275377	8.618385502	8.814101754	8.032321287	8.361066489	8.937226674	9.232660757
EMSY	7.964629667	8.864805194	8.498649788	9.499845887	8.746514321	7.797012978	8.911691582	8.886306263	9.477151114
PTPN12	9.378511623	8.529430554	9.444600814	9.172677521	8.453682186	8.838573653	8.562624039	9.035898787	9.105122798
CD27	8.660709039	8.981567282	8.465974465	8.677367292	8.786269628	8.720757277	9.225930411	9.183139098	8.57251076
MRE11	9.103287808	8.603255425	8.235056863	8.285864547	8.593951284	8.958552715	8.74281467	8.845490051	7.963474124
HDAC6	8.828453874	8.631177056	6.189824559	6.54689446	8.474111514	8.830356747	8.610655774	9.000845082	6.257387843
CBX1	8.381110294	6.461070114	4.232660757	3.321928095	9.156588753	7.52277767	8.793765857	9.313336562	6.063934306
RER1	8.968954728	8.684397984	9.01234519	8.671364147	9.01150682	9.124121312	8.215775653	8.889351853	9.019034669
KIF14	7.864186145	8.591709333	9.381759231	9.11113567	7.818262608	8.699745948	7.194756854	8.139039668	8.384136172
GSK3A	9.195003027	8.755889026	9.105384749	8.380677507	8.981567282	9.201388817	8.777419716	8.369815424	9.034523875
ZBTB7A	8.537606691	9.065281486	8.079484784	9.009828617	8.910792613	7.873444113	8.825912799	9.041932882	9.164906927
NELFE	7.404290064	8.051480865	8.894817763	7.847996907	7.741466986	9.207990433	8.482202926	9.007587972	7.428778891
OSTF1	9.140318539	9.046032615	7.581953751	6.722466024	9.17467606	9.514911265	8.92748169	9.109569509	6.996614715
RAF1	7.113742166	9.441284272	6.820178962	6.373300197	9.899507983	9.73352382	8.993787563	9.132371199	6.710117632
TRAPPC9	7.788555215	7.28077077	8.173926932	8.055282436	6.752213368	7.424586226	8.014578465	8.391028727	7.608069968
FAAP100	7.275193334	8.570614722	7.529820947	7.820817182	8.375473913	7.94602899	9.110091752	9.16540952	7.897845456
RFX7	7.786596362	9.245790363	9.211644987	9.377427461	8.673132372	9.110091752	7.978996396	8.364572432	8.727580156
FKBP5	7.548436625	8.886611112	4.94016675	5.01346226	7.812498225	8.277054876	6.687900522	8.247927513	3.867896464
UBAC1	8.708049252	8.336283388	8.386724741	8.510961919	9.951721829	8.389738879	8.370251481	9.469845286	10.18214602
YBX3	7.960001932	8.529430554	6.345183447	8.566815154	9.059614856	6.116863758	8.173926932	8.153805336	9.290018847
TTK	9.521404141	9.797012978	9.081350281	9.826707366	9.384999545	9.035073997	9.74432931	9.795715007	9.565292521
ZNF593	9.169925001	9.361066489	8.966361247	9.029011087	9.607330314	9.416164165	8.806710718	9.348506865	9.083479327
VPS50	9.020424415	9.747185967	9.027076623	10.16226543	9.597307691	8.727239777	8.518062976	8.942221245	10.07547915
NCAPH2	9.519439687	8.942514505	8.481395824	7.58345891	9.550169592	9.798471801	9.286326727	9.2772874	8.283088353
SCAF8	8.365884968	8.855491443	4.478971805	5.121015401	8.774128144	8.2644426	8.751878752	8.813139851	5.292781749
PUS1	8.590961241	9.107217076	8.442528869	8.056366761	9.269594252	9.837312556	9.40173285	9.093549613	7.903881846
SURF2	6.882643049	8.620952902	6.699051844	6.106432078	8.414473836	9.626986614	8.51412226	8.969530424	5.754887502
SEC23IP	9.064473329	8.156841525	7.682292371	8.080551077	7.403438163	7.791162889	8.952450058	8.895726738	7.346070441
DCAF5	9.30241045	8.81602364	6.984133595	8.067165427	9.275891694	7.900263044	8.806066226	8.963185094	8.474517164
PACC1	8.115823977	8.126704473	8.735048241	8.759888183	7.726558779	8.065550771	8.040563711	8.524345816	8.208965886
UBR5	8.339850003	8.278449458	8.687550651	8.513332824	8.731658449	8.652127928	7.588714636	7.608809243	8.955940451
PAG1	8.577428828	9.1017131	9.037546954	8.329123596	8.4749227	10.01499682	9.062316027	8.718361626	7.920650595
