,"Gr1_F2: 126, Sample, 1","Gr1_F1: 126, Sample, 1","Gr1_F2: 128C, Sample, 4","Gr2_F2: 128N, Control, 781","Gr1_F1: 128C, Sample, 4","Gr2_F1: 128N, Control, 781","Gr1_F3: 126, Sample, 1","Gr2_F3: 128N, Control, 781","Gr1_F3: 128C, Sample, 4"
PGM2,11.952450058359,11.691830741144088,11.748486391389598,10.921022682111733,11.448374459662794,10.908467680998053,11.941707895470467,10.868205226977437,11.667821180574771
PARN,9.493455200926176,9.691045553487179,9.349170630861103,9.046032614754207,9.465770449083962,9.273795599214264,10.18883607303053,9.765534746362977,9.990387651802743
POLR2A,11.329740288373538,11.417799783840335,10.723319639690887,10.674457120523668,10.764788674845331,10.711839019959028,11.515157740361396,10.803727526553114,10.861552216446416
SCRIB,10.269243586490424,9.878204219677396,10.851124362886752,9.51924309436118,10.517374127013113,9.74819284958946,10.04630551649358,9.827342704234116,10.726558779104975
MEPCE,11.150889647204679,11.27740364806893,10.583364883667354,10.310499179152215,10.752046069779388,10.642593279009876,11.456765088336478,10.639883313199801,10.910567783326002
GRK2,10.119978609654877,10.644487230824947,9.311294208913425,9.060425738777148,9.808481587511888,9.720244258287567,10.087595435804074,10.909593115988342,9.374387464005459
DKC1,10.79863380155554,10.350828710621695,11.02417005566244,10.652396861477678,10.458611672584599,10.919235786028347,10.677631562332035,11.020146573111777,10.861397129637249
CDYL,11.368397327649257,11.960617408587074,10.00786824333334,10.094341649635844,10.650782506545086,9.365228849251544,11.928888439397635,11.041179998771272,10.709686963948398
RBM15,10.72732487968456,11.413257688511584,10.24234050304815,10.591802817369834,10.888514956304874,10.773551346428505,10.868822554774999,10.70813549344782,10.316847183602473
PGRMC2,9.92392167613636,9.914086097012722,10.294620748891628,9.565673329621346,10.312429206250613,9.72945080480016,10.159240650411672,10.58777751632821,10.626074036090309
PHACTR4,10.25726997063565,10.291631182900902,9.770168320103428,9.76437402389519,9.731319031025064,9.84329297333358,10.26760602100145,9.939285356478686,9.704595347632404
FMNL1,8.346513733165635,7.919459269111574,11.350718231237263,11.265673643793248,11.093879680999605,10.92851837525789,8.536830005048058,10.927333531712481,11.573221131958142
TBC1D1,11.515502735333959,11.135965742427338,10.902224354776301,10.51865315567339,10.37645101731974,10.63117705570398,10.911391987843459,10.839125036218277,10.26502894245816
MCM4,7.706668682179746,8.224966365000274,10.053247125912426,10.11335149175672,10.119330236518762,10.240552850461953,8.848935855524566,10.762714227300599,10.656961081474211
MDH1,12.30255325051689,11.84909228762457,11.33018862619042,10.520520467884545,10.896332403909941,11.075947046973353,11.982637133669424,10.976420920770824,11.008498654110637
WAPL,10.87490452478622,10.957247174608119,10.877284133523196,10.861784815405548,10.948586247607297,10.812658658477003,10.754386479397228,10.89208739652348,10.831465599001254
HELLS,9.082415196698394,7.917670434361761,10.435253537929352,9.03232128705788,9.372429792334088,9.29324171895624,8.869131119644294,9.485426827170242,10.190442018782825
PGM3,10.604553229079038,10.4443937530666,10.657854335815724,10.158735902731937,10.581859626233491,10.342185811255685,10.226653023277766,10.712097051087547,10.243531042017253
DHCR7,5.392317422778761,5.38543103719352,9.366759328335174,9.184379486212944,9.21747308414075,9.430452551665532,5.004501392234941,9.528649452318252,8.336283387864432
STUB1,8.792139552277902,10.188217925268003,8.614341762714847,10.234458209210445,9.991096627708156,9.169674511808749,9.73809225962049,10.462093229486815,9.585338153643702
CCDC86,11.717847754346318,11.57738161865598,11.130827934145131,10.713128714351262,11.007377733321269,11.11608399276377,11.389254888163899,10.971615399524397,10.766363262460455
NIPBL,10.27786854617684,10.121792505769214,10.557559431337475,10.458098969554614,10.19598729802851,10.232660756790276,10.622234890967425,10.625343557572986,10.603719060197232
NOP2,10.313336561652152,10.078817949961978,10.624064329509412,9.949680829264382,10.363477739898778,10.52610794674445,9.863876520221094,10.39274673242064,10.095660745495218
RAPGEF1,9.950847468398724,9.69261550169458,10.0431640254591,9.904634621668151,9.69522829149575,10.168170659996877,10.146314097472807,10.355461221614048,10.066358324875285
BCL11A,9.67224853027437,9.82288944734742,8.659995892429977,9.975991227531344,8.891479945970975,9.700439718141093,10.079084720495448,10.429720564168495,9.290710068717408
VAPB,8.115303806152117,7.460251098943846,9.199672344836364,8.225448468610738,8.832890014164741,8.19918154876397,6.733354340613827,8.173427297348619,7.857980995127572
EPB41,5.979568100095187,5.672425341971495,10.008708729835927,10.423326047069894,9.869902243207946,10.432437504784835,7.0574502721839,10.670744755301769,10.644487230824947
SLC20A1,7.583458910130768,7.247927513443585,10.035486451292154,9.995908446117216,9.91079261307751,9.75120928822302,7.365447588550105,10.19598729802851,9.693486957499324
CUX1,11.36572096604337,11.24786819088181,10.68255574108031,10.836760478694492,10.273212809854334,9.853933288677933,11.077483356859508,10.459534079135254,10.269009762334177
RBM33,11.4223801897883,11.381542951184585,11.02894204332241,10.838022058304546,10.993433779312745,10.794984384120642,11.828017445038885,10.858058724447432,11.321928094887362
CDK12,7.422064766172812,7.2162608371650565,9.282625134191674,10.667998535672528,9.17467605968824,10.955940451289479,6.970393537914677,10.541387061622535,9.12360412414095
SEC16A,10.754219433135143,10.722636787925262,10.472284675095704,10.848231701093818,10.443461612227393,10.53245333557489,10.739021096704448,10.739696239175213,10.480790201095816
TELO2,10.717847754346318,10.596282950488352,10.65365122316224,10.355020670411026,10.495954933056726,10.37569110419135,10.126575424581475,10.711236767793784,10.048078120613518
MARCKSL1,11.27216319537305,11.623287101568536,9.8775908941114,8.770168320103428,10.193648557208594,9.147968053783556,11.523169866085611,8.060695931687555,10.183387261248875
MVD,11.392693075701306,11.007658045177378,11.165032591502289,10.110744289382945,10.628080946998802,10.469641817239516,10.88233736124948,10.68238016665623,10.517570974474312
SZRD1,10.845882034384061,10.034111146096592,10.06918120915432,10.117772951084593,9.381110294099054,10.246146774635864,10.978853434681609,10.404822247504796,10.190071574554088
SRSF9,11.129605011152504,11.037546953962178,10.713644269463677,10.5870273824021,10.574025797924806,10.19093579650336,10.725792271494157,10.605572114258285,10.334385031176181
SYNRG,9.338736382573916,9.723148957047579,9.006185799946294,10.737331856957693,9.25077213159993,10.711752999326327,9.999718196104018,10.57459352733761,9.407267764244732
USP24,9.869902243207946,10.011367044681721,10.935091365646434,10.852841578417069,10.995908446117216,10.92020396279501,9.72417275014144,10.758223214726724,10.745254141957256
ZGPAT,9.705632387361415,10.068643942584144,10.370251481425177,9.87205919903182,10.734963593475484,10.091832039868027,10.439207554941284,9.4592266758085,11.013392468304195
IWS1,7.64169052255661,7.438791852578261,10.371885522873947,10.047396607519977,10.466178451077882,10.534789211480266,4.129283016944966,10.591522346570734,7.5109619192773796
IGF2BP1,8.381110294099054,8.277054876148728,10.79425339154382,10.256444596473443,10.593391122791736,10.121792505769214,8.370251481425177,10.566815154010897,10.44511833534452
EML3,11.578608560737752,11.58345891013077,10.948148182308113,10.771241846127122,10.94354044791168,10.928666412304953,11.665513578048758,10.783161956158645,11.003798974848802
PHF3,10.638707411975947,10.912140856295721,10.500244366588815,10.432437504784835,10.78111377863628,10.18077941927701,10.760387299310842,10.337398902526743,10.66870773811566
NUP35,10.747437753450098,10.746346360833147,10.481698540372946,10.259037041089966,10.402692336376239,10.356011721502778,10.492454094064211,10.264325303178618,10.125284306685307
KDM1B,10.777666280880755,10.044120855783266,10.932214751968385,10.725536678431059,10.354469792157401,10.420381341196636,10.707963004800927,10.952158810747052,10.817063593047862
PTPN22,10.306517445249819,10.29748950116098,9.625526211879857,8.208478242211706,9.550362015400728,8.919757192714261,10.126575424581475,9.129540618059997,9.425215903299383
CAP1,11.079751431095088,10.777501908653063,10.417325117679919,10.085605236783962,10.101319154423276,9.394248310920066,11.348230205754657,10.95375994549746,10.614065640022838
NDE1,10.940460428863656,10.997038310132588,11.084476237453893,10.545833264517327,11.081416860874949,10.312656098606336,10.887144441596782,10.70269216987247,10.986268706727172
DEPTOR,10.3405177626933,9.346735328287934,9.568906154502084,10.465770449083962,8.602513297451836,10.294735608574095,10.060695931687555,10.506406766074454,9.215290305651234
PDAP1,6.960001932068081,6.730639955916791,9.93147623388679,10.355681446777183,9.908242488608478,9.740118042833128,7.1689227818529355,10.538576961920516,9.68141412519875
PIAS2,11.109569509370688,11.239001757765582,9.990529474859224,9.65302417864669,10.282972562258589,9.852373449580268,10.954559846999834,10.236851334153128,9.81089291189221
NCOA7,8.749869427396844,8.993504543018014,9.751376683366317,9.520422248526446,9.969674312095458,9.867896463992654,8.478971805032943,9.810250286028182,9.448116305409464
VDAC1,10.341741186846313,10.226532613058534,9.269126679149418,9.97096866052181,9.153552031708111,10.105253779700883,10.804615065824963,10.50382573799575,9.72468437437077
HMGCR,10.6381643649027,10.013462259806563,9.354469792157401,9.815223165390943,8.768184324776927,10.004220466318195,10.549110803772113,10.322153498378313,9.078684546194637
ELF1,10.895272322480182,10.252074042796185,10.342074667999139,10.15974522155991,9.690696443977696,10.133142212400601,10.423010830206715,10.4929547343305,9.812177305514448
AKAP2,10.46984528597138,10.467911173437788,10.421854445443394,9.615997389975668,10.371667757584342,9.765203206653167,9.919310284236046,10.099216291642822,9.865114619452532
HDAC2,10.648177795724818,10.500543154006449,10.640787200856014,11.298177153719703,10.604923816042515,10.963546372518401,11.045213599665002,10.856892344692017,10.982423226775875
ZC3HC1,11.327215788795229,11.434576106209638,10.624795455860237,10.880731435141664,10.749366658602458,10.897089128312755,11.428150767806487,10.800819029097621,10.664358391172245
BRD2,10.90305333828958,10.883712447969204,10.502931228279657,11.053654417603145,10.604275226372543,10.5980525001616,11.638481167202968,10.550554413219363,11.248105466494515
HNRNPA1,8.028458647425479,7.638073837180719,10.339181933856299,9.833048195738376,10.955359305242995,10.366540787845338,8.367633159398164,10.432750668935167,11.402052749381477
HDAC7,9.030667136246942,9.083745237394504,10.778159285228037,10.390706372872774,10.892011479190295,10.48794049655356,9.837943241891027,10.629994033873942,11.471065496115354
RBBP6,11.511209070365112,11.339571678384699,10.756472927336869,10.756139298372927,10.61654884377899,10.790755750118313,11.574498921282238,10.474212937193943,10.868205226977437
PRKD3,10.677279191312175,10.840384550711667,10.203959703239462,10.122439773508948,10.322491537597468,10.728260672709073,11.101647450030766,10.554588851677638,10.57846704373917
ESF1,11.850030524189759,11.130699254214539,10.799929150725292,11.37645101731974,10.000845081567201,11.215957616196519,11.460199895059583,11.16314646881125,10.382840144475237
STIM2,10.693399835603053,10.503229459813719,9.991096627708156,10.1184220243132,9.82097669262124,9.880960962632544,10.52845411076479,9.460455896309636,9.814422246566794
USP15,10.512444191102922,10.685624839726355,10.125930010066666,10.523463943553773,10.306289585336073,10.619853147391169,10.474719946526482,10.104205595082338,10.05297553422471
LIG1,6.83035674741922,7.719731056749852,9.816663699750158,10.124121311829187,10.549880908569682,9.941194363376553,7.249824548616183,10.538576961920516,10.100925101056902
CCDC6,7.9818526532897405,8.64565843240871,9.907942177399882,10.854011236379867,10.580258567499788,9.480386311104128,8.86573327085176,10.754386479397228,10.56424477713222
IL16,10.900640425935528,10.870133499927347,10.441595521802228,9.173926931999809,10.435045131278086,9.233380006513967,10.792708967598436,9.147713722352155,10.406098686465205
SRSF1,12.52385595362096,12.561478891501007,12.13916760587681,10.870595902188,12.087595435804074,10.809687753488749,12.912328012687096,10.869285377333924,12.509057436395125
MAP7D1,9.526303606206456,9.87098112422465,9.669770888525518,10.223036337901874,9.946175240723559,10.276473402181368,9.598796924863818,10.281002696027876,9.678600139099458
EIF2B5,7.075746538060906,8.015136243797379,10.365775635326269,9.924960921386981,10.21504757072328,10.271813154114293,7.107478646626618,10.496853777388042,10.380893916889667
LBR,9.089318056953081,7.4797802640291,8.21091481607392,6.345183447187665,6.574404309022579,6.680886920719692,8.832257114377935,7.149747119504682,8.077883864438322
EDC3,7.7414669864011465,7.85049941375812,10.268658955027671,10.175175262129516,10.540224925526221,10.21346879742447,7.582706526780788,10.575444702777293,10.041522267056164
UBE2O,11.915393918400955,10.507992798984928,10.614801849793686,9.964918407848526,9.292091519548359,8.985272714253448,11.712527000439824,10.391136162118789,10.347842793638156
ZC3H11A,10.484017256915571,10.902977995832403,10.06420384242763,10.443254388003986,10.508289986140348,10.38887833881199,10.888971505372256,10.252428905678526,10.448322832507502
SNW1,11.522826699925806,11.429825156551974,11.625617530362078,10.647188570474917,11.419275525069546,10.471167133724391,11.439571196276454,10.676926734206436,11.499497127207688
DFFA,8.338959175415203,8.54457811733884,10.263151807879746,10.469234793667656,10.750204509279872,10.40981519582048,8.725877459120227,10.37275625547881,10.56109697355281
MPZL1,7.772149590784542,7.537606691495291,10.051480865341334,10.28748152987444,9.746178380971411,10.411934624791181,8.288173968112302,10.211766645653407,9.83620819052028
WIZ,11.09987376558251,10.04944018174272,10.226171322091025,9.9839911413154,9.161635793237732,10.183759425584974,10.972836227178577,10.463115619892362,10.076815597050832
BACH2,10.885162507909666,10.822013082881131,10.462502272597265,10.005203467795484,10.430766146937039,10.346846113086675,10.901470319824266,10.612039123861537,10.968810767551986
C18ORF25,7.484621527098599,7.57061472176119,10.90470987766258,10.651410525912999,11.112178833722592,10.515404173759821,7.556122817841175,10.687200694651894,10.407586439290954
HNRNPK,10.140446364195675,10.238165862755134,9.28424574982967,9.28748152987444,9.327328082629952,9.353808460474545,10.198445041452363,9.139807126717502,9.347178416448939
ARID1A,11.604228887379463,11.475784086504083,11.411352092143098,11.747311865661223,11.070188045011282,11.640787200856014,12.066627409095199,11.324743110494417,11.66151090728305
